target_N_star,time_index,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
31,2022-04-07,20,1.3617330978399305,1.0067276591254308,1.1983741526378515,1.5392202125867933,1.8404691528632169,1.3683171991820684,0.32612134021125155,100,2.6912163475542124,1.215175916879648
31,2022-04-08,5,5.850874170939456,4.781815425870641,5.361698523329133,6.2066712128067225,6.755798238635772,5.811780479844052,0.6074688736656016,100,6.103860652992497,2.846310618729092
31,2022-04-08,10,3.543919977324294,2.9141839308905233,3.3363309991878403,3.770991569370708,4.0534748613860465,3.5302245167411037,0.34844254279002984,100,4.0102406103094985,1.870028016970949
31,2022-04-08,20,1.3300942847259618,0.964723895178883,1.1912171153512132,1.449974202836781,1.7440943135421325,1.3149993750646134,0.25824172390240113,100,2.5662323455187774,1.196667943524421
31,2022-04-09,5,5.713195859459225,4.524979801757807,5.032285579912226,6.3220051897697305,6.884201188212579,5.694807506635759,0.81626814766337,100,5.817582569529819,4.286712630255131
31,2022-04-09,10,3.4829497761395825,2.7941030845376402,3.125863562011009,3.878975227712141,4.179272481625786,3.481790354698108,0.49098870018350815,100,4.021406114356212,2.9631916996047423
31,2022-04-09,20,1.2904543320315254,0.9218861392163008,1.1108002884714205,1.4564257645896408,1.7729778105219032,1.2852870172654718,0.2652356120202437,100,2.530055056776648,1.8642827733860372
31,2022-04-10,5,4.399167759290685,3.3859457394148804,4.083585478578844,4.8301904923136005,5.375137444400001,4.414411382014978,0.5745060723213741,100,4.72601595920673,3.790052855196876
31,2022-04-10,10,2.684172847735037,2.052916295505456,2.4778629606277045,2.976848896103572,3.337904173609063,2.720201476047511,0.36999587739284406,100,3.175403982582096,2.5465315890742133
31,2022-04-10,20,0.9416591814086848,0.4632181477756033,0.7702881364758064,1.0955780083283697,1.341265477969756,0.9243548753103125,0.2765397018937523,100,1.9757928271439444,1.584497240472999
31,2022-04-11,5,5.4329806605904984,4.041619501215549,4.905477606213067,6.040464286556109,6.684204708221317,5.464181862956133,0.7979012352468606,100,5.640080339498064,4.171935386473436
31,2022-04-11,10,3.455467961086213,2.465408347202156,3.133558040587314,3.7010291130996857,4.095316797701037,3.398817625461439,0.47726570704001176,100,3.828752634423768,2.83210657297613
31,2022-04-11,20,1.0375100159188375,0.5303437146763621,0.80771572935771,1.3399534176074905,1.614026781662618,1.0626308340633581,0.37230927966431876,100,2.441446642838197,1.8059242121274297
31,2022-04-12,5,3.9702171079660897,2.943344109334426,3.424628032435618,4.7026162746943925,5.113885178495539,4.031713180820182,0.720563178385266,100,4.304243852726982,2.804210828605573
31,2022-04-12,10,2.473555103475385,1.744185010859349,2.071289254407686,3.0191776013042717,3.17760572998576,2.5255893223281856,0.5057891323862288,100,2.860080774652875,1.8633399392292596
31,2022-04-12,20,0.8883521997976822,0.5536646426821744,0.7458903864835109,1.0589721712889109,1.3171608432807471,0.9157732609171222,0.23134886796892398,100,1.8348529879674664,1.1954049988356985
31,2022-04-13,5,4.220499864343942,3.3783066537136968,3.8737157803118287,4.6035005539387495,4.885511185236535,4.198825197954528,0.48272459800403683,100,4.517602622338885,2.6269309925667876
31,2022-04-13,10,2.588995130172978,2.038164117379986,2.311035729773417,2.804299032908188,2.929642686321757,2.547253304164267,0.30463903999114383,100,3.0311810967994033,1.7625949497838818
31,2022-04-13,20,0.9863986636671078,0.6585267142672336,0.8477094051356047,1.0933292398646737,1.299821095926261,0.9723588857494483,0.1893134899230603,100,1.8840752478055471,1.095566846963166
31,2022-04-14,5,4.867541224862842,3.6672717970094375,4.175596186360035,5.369714415164468,5.92014118785531,4.8129571477061175,0.7522024220501492,100,4.942592953048689,1.8905577514273195
31,2022-04-14,10,2.969303071902791,2.2541025901512093,2.505442566102312,3.4335038786077527,3.730641815637441,2.985855805968843,0.5262152686681066,100,3.4127577887051768,1.3053908651734716
31,2022-04-14,20,0.9947693704425301,0.6003376263308453,0.8595920934840933,1.1838824006005648,1.5192129920552842,1.0269237926077872,0.28967057725067874,99,2.1868005468572815,0.8364582647123378
31,2022-04-15,5,8.266497692292486,5.335124511663924,6.911437578814568,10.267042710969719,11.07805757977268,8.385922173689902,2.0181786476789534,100,8.724970250683857,2.3272161835748815
31,2022-04-15,10,5.499637209563263,3.294707842103031,4.605984770930709,6.246703414288724,6.6764344820031285,5.30930435806833,1.1537528539209811,100,6.1357882066964615,1.636602212195818
31,2022-04-15,20,1.8836922779843102,0.874927694867884,1.3540112059738514,2.483665958869634,2.891124913282441,1.9088733361751142,0.673466790873373,100,3.793012044424131,1.0117122191432593
31,2022-04-16,5,6.862795399963212,4.908534820924905,6.061785522226817,7.698952049976403,8.788117332810874,6.868431704541701,1.1815457059083003,100,7.400880999770019,1.908469202898548
31,2022-04-16,10,4.308209667015728,3.114227674701232,3.8830302321183052,4.737898859849841,5.244037637060425,4.2549601933072605,0.6689797688058611,100,4.975120772358546,1.282937095602831
31,2022-04-16,20,1.6435453909985687,0.9440016970838907,1.3083479077367763,1.8462293082801613,2.1982633677303047,1.5793660036292771,0.41822117141914467,100,3.138626758834938,0.8093593869183824
31,2022-04-17,5,6.638962856704543,5.284835357665322,5.851172183620956,7.448424635898823,7.998342226542554,6.672119766571146,0.9202953775466469,100,7.179524799521492,2.5631780536129902
31,2022-04-17,10,4.1324475211270615,3.240215973627512,3.6440612874315907,4.61436774012971,5.009458040098282,4.1240196925619905,0.5918271937259321,100,4.7754847812253605,1.7049064009661876
31,2022-04-17,20,1.6076611215352203,1.0806905049614384,1.3529204758596964,1.8531367334260973,2.207038204426492,1.6134733832010641,0.3502063803075119,100,3.0564769214805203,1.0911995968083588
31,2022-04-18,5,7.071359094532526,5.331044284735921,6.3771210300041865,7.501972408162216,8.443302002095704,6.93917070020558,1.0113540178686053,100,7.390100625925159,2.722071256038646
31,2022-04-18,10,4.360372169837902,3.3775132899373985,3.940756811572004,4.631688422210706,5.270630876980484,4.302670395521932,0.6074352608542158,100,4.887292187879068,1.8001862569797389
31,2022-04-18,20,1.6262281498215485,0.9170591212856407,1.3953494900191976,1.9220146285690318,2.19632015734495,1.6281919425933107,0.37502602719839284,99,3.097553546825072,1.1409535405071054
31,2022-04-19,5,5.589584250950981,4.457596221892605,4.967274135340361,6.0530991903707125,6.905508747450716,5.574520887142143,0.7504575436929253,100,5.87528434133729,3.5433531746031797
