city,dataset_key,resolution,distance_bin_label,distance_bin_left_km,distance_bin_right_km,pair_count,median_distance_km,median_pearson_correlation,p10_pearson_correlation,p90_pearson_correlation,median_mean_abs_difference_ugm3,p10_mean_abs_difference_ugm3,p90_mean_abs_difference_ugm3,median_semivariance_ugm3_sq,p10_semivariance_ugm3_sq,p90_semivariance_ugm3_sq
Lucknow,lucknow_lcs,highest_hourly,2-5 km,2.0,5.0,252,3.73310298497067,0.9250178417929177,0.8105388551149945,0.9581035934036561,13.673821271550189,7.81472446582861,34.619447155174036,390.7188925414705,112.79170777299144,1666.8944072216739
Lucknow,lucknow_lcs,highest_hourly,5-10 km,5.0,10.0,600,7.612561793632969,0.9106405140533272,0.8157898158644721,0.9508016636674276,14.019501490559785,7.818262288857041,34.311879438887196,421.25650644517066,115.64321658231339,1779.631677073095
Lucknow,lucknow_lcs,highest_hourly,10-20 km,10.0,20.0,900,14.007645226808593,0.8973731872937389,0.804603392232439,0.9445546082274588,14.670659057836566,8.109546108916346,29.730264198898382,421.6673674450543,104.9871754458952,1615.2207542071935
Lucknow,lucknow_lcs,highest_hourly,20-50 km,20.0,50.0,685,27.66019714718431,0.8793584965619426,0.6433605272648156,0.9326712274848725,18.73845598845599,10.45229223155004,38.43590081435628,677.6663006714119,177.31529905821031,4600.034142142394
Lucknow,lucknow_lcs,highest_hourly,50+ km,50.0,inf,15,57.44652624565009,0.8959395017905599,0.6583400983620076,0.9252665149925821,29.20076963906582,18.077967544852285,41.56845738890916,1266.591005422068,531.5897014135586,4862.1431329556835
Lucknow,lucknow_lcs,monthly,0-1 km,0.0,1.0,3,0.9293717355206341,0.9892893629954569,0.9711170992004137,0.991768713806036,26.672542635970057,10.566722457580061,37.911710293780025,560.150428015906,171.18697200022373,1106.9033430377217
Lucknow,lucknow_lcs,monthly,1-2 km,1.0,2.0,30,1.5875627007731408,0.9753696502361312,0.8741987802161725,0.9947031316171262,12.230376297597939,6.497561756558287,24.030296998021267,143.12237621929881,34.984748354175096,717.5556498341673
Lucknow,lucknow_lcs,monthly,2-5 km,2.0,5.0,252,3.73310298497067,0.9801739230613802,0.9170110398108098,0.9948257776525071,12.369056670503216,5.30767042712419,29.231751713481188,137.6351590849207,26.352775453328604,831.0092704136724
Lucknow,lucknow_lcs,monthly,5-10 km,5.0,10.0,600,7.612561793632969,0.9775406214372666,0.8934636178228698,0.9953462334138896,12.03496998035832,5.494535536909801,29.12199984733268,137.33588923668142,28.019182512311108,843.4309354059922
Lucknow,lucknow_lcs,monthly,10-20 km,10.0,20.0,900,14.007645226808593,0.976515405327708,0.7393054372855289,0.9945949212396409,12.15834445236635,5.613474261873265,27.087917513206946,152.11971170638455,30.12883396173826,756.8002312610907
