dataset_key,city,network,sample_size,n_sensors_available,n_draws_completed,reference_mean_ugm3,best_ape_pct,ape_median_pct,ape_p95_pct,worst_ape_pct,best_absolute_error_ugm3,absolute_error_median_ugm3,absolute_error_p95_ugm3,worst_absolute_error_ugm3
dhaka_lcs,Dhaka,LCS,25,35,10000,55.14721850399361,0.00017298350075050625,1.572784119155941,4.35709489214932,7.631263573551944,9.539558913473911e-05,0.8673466947870381,2.40281664059993,4.208429597522361
dhaka_lcs,Dhaka,LCS,26,35,10000,55.14721850399361,0.0003606607131159162,1.4677853472602256,4.116180249863052,7.302541396943371,0.00019889435152009582,0.809442792623198,2.269958916410207,4.027148460516948
dhaka_lcs,Dhaka,LCS,28,35,10000,55.14721850399361,0.00019198079881011827,1.2081770997606562,3.509744492963879,6.3442086596062115,0.00010587207060552828,0.666276065120222,1.9355264644666728,3.498654611862321
dhaka_lcs,Dhaka,LCS,29,35,10000,55.14721850399361,7.19253667938525e-05,1.076288472558472,3.1416313439134584,5.996676789880246,3.9664839185604706e-05,0.5935431556951158,1.7325223018179057,3.3070004522935292
dhaka_lcs,Dhaka,LCS,30,35,10000,55.14721850399361,0.00026602137285563354,0.971321318947084,2.8303544035561763,5.298952503819714,0.00014670338775601977,0.535656690135621,1.5608617273665295,2.922224915704298
lucknow_lcs,Lucknow,LCS,2,71,10000,61.802242631595966,0.0032194085845228424,12.22688535272032,38.31675368707913,76.29998698581983,0.0019896667047092365,7.55648935197528,23.68061308223964,47.15510308485252
lucknow_lcs,Lucknow,LCS,3,71,10000,61.802242631595966,0.0033190119757801695,10.406241274070622,30.77101613352236,69.68652515704431,0.0020512238342433875,6.431290481030409,19.017178051047026,43.06783535908469
lucknow_lcs,Lucknow,LCS,4,71,10000,61.802242631595966,0.003625304479418615,8.899538882547661,26.468145248632645,65.08224440677644,0.0022405194705044096,5.50011461328533,16.357907346643188,40.22228659836427
lucknow_lcs,Lucknow,LCS,5,71,10000,61.802242631595966,0.0005369248638269774,7.975001654931881,23.20699572337304,54.71437269373559,0.0003318316070917149,4.928729872654795,14.342443804463107,33.81470936653816
lucknow_lcs,Lucknow,LCS,6,71,10000,61.802242631595966,0.0011898314344392852,7.2365949368086815,20.70744438577096,42.584040887246914,0.0007353425100191657,4.47237796111229,12.797665022096965,26.31789227147437
lucknow_lcs,Lucknow,LCS,7,71,10000,61.802242631595966,0.00011452558714006159,6.741922737625782,19.466837861005704,40.692243625379795,7.077938123956073e-05,4.166659448342223,12.030942367558131,25.14871913759736
lucknow_lcs,Lucknow,LCS,8,71,10000,61.802242631595966,0.0011341836378018038,6.398127666712988,18.00039147468695,38.67187202288107,0.0007009509237221323,3.954186384461231,11.124645613823143,23.900084177761237
lucknow_lcs,Lucknow,LCS,9,71,10000,61.802242631595966,0.00043761008111799514,5.794423997565589,16.684159933105185,32.74937252648161,0.0002704528441128673,3.581083978078908,10.311185002901185,20.239846669141393
lucknow_lcs,Lucknow,LCS,10,71,10000,61.802242631595966,0.0012768176268834874,5.64059527866875,15.8114282047996,30.08108816509367,0.0007891019277295186,3.486014379989207,9.771817222650848,18.59078709401549
lucknow_lcs,Lucknow,LCS,11,71,10000,61.802242631595966,0.0006240736118115957,5.357137497458326,14.841824879529826,31.179527016662895,0.0003856914877715667,3.310831114287403,9.172580623003599,19.269646938222017
lucknow_lcs,Lucknow,LCS,12,71,10000,61.802242631595966,0.0004399271194264652,4.891025348412384,14.301787829301572,24.664689801359803,0.00027188482575013495,3.022763352998684,8.838825614921019,15.24333143536689
