target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_absolute_error_median_ugm3
150,11,0.18886818972043384,0.1646319621188946,0.18027037956527958,0.19707268126731226,0.21147831098239436,0.18846051771495592,0.013796800910756588,100,0.1914938039412348
150,12,0.18279671661757124,0.15594865270216088,0.17229878867239834,0.19002657404898504,0.20287633945453729,0.18173279962953695,0.013900672276051384,100,0.1834900039756979
150,13,0.17613077727322146,0.15049905787855256,0.167884379038705,0.1847256867423308,0.19811950909004267,0.17570825586955752,0.013961364351510457,100,0.1776259184871547
150,14,0.17100248587313605,0.14444782249719626,0.1602541059618905,0.1797934091451041,0.1922035955777138,0.16950636055464266,0.013991211833504892,100,0.172735492388778
150,15,0.16431535627058214,0.1407781387966896,0.15616887126479284,0.17328154629266268,0.1865960541019621,0.16409587897512634,0.013811970394562223,100,0.1679058126198898
150,16,0.15869992058720372,0.13608337927820932,0.14947452851077814,0.16934945401884516,0.17885526186345427,0.15897985449528917,0.013807708944449418,100,0.1585477158044863
150,17,0.15599207112960078,0.1293828713347546,0.14581705065501582,0.16484699771340705,0.17652812155378877,0.15493221218122954,0.014104779012668819,100,0.1613817452652162
150,18,0.15137943645816376,0.12570777905083053,0.142495411655869,0.16043613236249032,0.17397425890084964,0.15080951819343935,0.013872348912945339,100,0.1509412794477711
150,19,0.14709882370337768,0.12161715995360747,0.13745074793279777,0.1585984689391069,0.16861994635283098,0.14676825818625594,0.014306633910375429,100,0.1511333988148058
150,20,0.14435223771187156,0.11812808744291355,0.13415824794778053,0.15336206470561708,0.16490204328970764,0.14331689994801386,0.013967327693232407,100,0.1452151244524806
150,21,0.14103981988943382,0.11637542813365295,0.13078872026706012,0.150581029321476,0.1622483116706289,0.1400123654338911,0.013999752117156998,100,0.1397936779048176
150,22,0.13661135012958292,0.11238026602017541,0.12695707760952057,0.1472805046651573,0.15697460448721512,0.13664287892636806,0.013977529901209618,100,0.1370145971757423
150,23,0.1344594197953315,0.11017013757438879,0.12272855906910429,0.1443983954254675,0.15422436683393576,0.13368551639406537,0.01386525985810848,100,0.1375612437731117
150,24,0.13275731696647508,0.10750242166093851,0.11994279910160865,0.14126537206502032,0.15174775406288363,0.1309187025338424,0.013634095477000532,100,0.1321613494229332
150,25,0.12843267945411174,0.10451993830433515,0.11799566222964519,0.13854594155814648,0.14909455934968938,0.12791434934844267,0.013697552141150062,100,0.1306150339719778
150,26,0.12680877076267638,0.10369322547618168,0.11592607359267815,0.1365383831706486,0.14552934516139918,0.12568559644624042,0.013641318183205567,100,0.1283359363517719
150,27,0.12478772575245634,0.09951670128688642,0.11315255266652002,0.1340145030933848,0.14170879657234817,0.12294916866771369,0.013373353807338149,100,0.1277459067296984
