dataset_key,city,strategy,sample_size,time_aggregation,time_index,n_days_total,n_days_evaluated,ape_mean_pct,ape_median_pct,ape_p75_pct,ape_p95_pct,absolute_error_mean_ugm3,absolute_error_median_ugm3,absolute_error_p75_ugm3,absolute_error_p95_ugm3,median_subset_valid_sensors,min_subset_valid_sensors,reference_mean_ugm3,subset_mean_ugm3,n_reference_valid,n_subset_valid,ape_pct,absolute_error_ugm3,n_draws,daily_p95_ape_median_across_fixed_subsets_pct,daily_p95_absolute_error_median_across_fixed_subsets_ugm3,strategy_label
dhaka_lcs,Dhaka,min_ess,10,period,study_period,,,,,,,,,,,,,55.14721850399361,49.019750610725374,35.0,10.0,11.111109607140927,6.127467893268232,,,,Min ESS
dhaka_lcs,Dhaka,random_fixed,20,period,study_period,,,,,,,,,,,,,55.14721850399361,58.01153947149751,35.0,20.0,5.193953648444616,2.8643209675039003,,,,Random
dhaka_lcs,Dhaka,max_ess,20,period,study_period,,,,,,,,,,,,,55.14721850399361,56.08928632298008,35.0,20.0,1.7082780320429962,0.9420678189864731,,,,Max ESS
dhaka_lcs,Dhaka,min_pred_var,20,period,study_period,,,,,,,,,,,,,55.14721850399361,58.107759870104516,35.0,20.0,5.368432799374125,2.9605413661109097,,,,Min Pred. Var.
dhaka_lcs,Dhaka,min_ess,20,period,study_period,,,,,,,,,,,,,55.14721850399361,52.09622548285721,35.0,20.0,5.532451325564961,3.0509930211363994,,,,Min ESS
lucknow_lcs,Lucknow,random_fixed,5,period,study_period,,,,,,,,,,,,,61.802242631595966,57.318472250995356,71.0,5.0,7.255028603619497,4.48377038060061,,,,Random
lucknow_lcs,Lucknow,max_ess,5,period,study_period,,,,,,,,,,,,,61.802242631595966,66.3056335860974,71.0,5.0,7.286775953012273,4.503390954501434,,,,Max ESS
lucknow_lcs,Lucknow,min_pred_var,5,period,study_period,,,,,,,,,,,,,61.802242631595966,59.10560124658266,71.0,5.0,4.3633390475617935,2.696641385013308,,,,Min Pred. Var.
lucknow_lcs,Lucknow,min_ess,5,period,study_period,,,,,,,,,,,,,61.802242631595966,72.99691410883874,71.0,5.0,18.113697821573183,11.194671477242771,,,,Min ESS
lucknow_lcs,Lucknow,random_fixed,10,period,study_period,,,,,,,,,,,,,61.802242631595966,67.71572339954172,71.0,10.0,9.568391883763978,5.9134807679457495,,,,Random
lucknow_lcs,Lucknow,max_ess,10,period,study_period,,,,,,,,,,,,,61.802242631595966,68.5896584640619,71.0,10.0,10.98247497736581,6.787415832465932,,,,Max ESS
