dataset_key,city,sample_size,time_aggregation,strategy,strategy_label,ape_value_pct,random_mc_ape_value_pct,random_baseline_strategy,ape_delta_vs_random_pct_points,absolute_error_value_ugm3,random_mc_absolute_error_value_ugm3,absolute_error_delta_vs_random_ugm3,beats_random_by_ape
chicago_lcs_corrected_no_collocation,Chicago,10,daily,min_pred_var,Min Pred. Var.,1.6896592032754856,2.427708676229747,random_fixed_mc,-0.7380494729542613,0.1472183633601043,0.21483574801361205,-0.06761738465350775,True
chicago_lcs_corrected_no_collocation,Chicago,10,daily,min_ess,Min ESS,3.6358153352000793,2.427708676229747,random_fixed_mc,1.2081066589703324,0.28853923998347764,0.21483574801361205,0.07370349196986559,False
chicago_lcs_corrected_no_collocation,Chicago,10,period,random_fixed,Random,3.017520962759705,1.921026288141594,random_fixed_mc,1.096494674618111,0.30940123166898026,0.196972252042257,0.11242897962672327,False
chicago_lcs_corrected_no_collocation,Chicago,10,period,max_ess,Max ESS,10.216897191112245,1.921026288141594,random_fixed_mc,8.295870902970652,1.0475886046121907,0.196972252042257,0.8506163525699337,False
chicago_lcs_corrected_no_collocation,Chicago,10,period,min_pred_var,Min Pred. Var.,0.09354037130715753,1.921026288141594,random_fixed_mc,-1.8274859168344366,0.009591153284562282,0.196972252042257,-0.1873810987576947,True
chicago_lcs_corrected_no_collocation,Chicago,10,period,min_ess,Min ESS,0.7689591722021114,1.921026288141594,random_fixed_mc,-1.1520671159394826,0.07884515730585129,0.196972252042257,-0.1181270947364057,True
chicago_lcs_corrected_no_collocation,Chicago,20,daily,random_fixed,Random,1.2862639005895142,1.7628877186848508,random_fixed_mc,-0.4766238180953366,0.1253578425991977,0.15617261048145625,-0.030814767882258565,True
chicago_lcs_corrected_no_collocation,Chicago,20,daily,max_ess,Max ESS,8.402468903526252,1.7628877186848508,random_fixed_mc,6.639581184841401,0.7768163198027755,0.15617261048145625,0.6206437093213193,False
chicago_lcs_corrected_no_collocation,Chicago,20,daily,min_pred_var,Min Pred. Var.,1.5036507493281381,1.7628877186848508,random_fixed_mc,-0.2592369693567127,0.13292826655651746,0.15617261048145625,-0.023244343924938793,True
chicago_lcs_corrected_no_collocation,Chicago,20,daily,min_ess,Min ESS,3.313794920563235,1.7628877186848508,random_fixed_mc,1.5509072018783843,0.2866238987025349,0.15617261048145625,0.13045128822107865,False
chicago_lcs_corrected_no_collocation,Chicago,20,period,random_fixed,Random,0.1681468363876501,1.42905849206082,random_fixed_mc,-1.2609116556731699,0.017240920252630687,0.14652837976186195,-0.12928745950923126,True
chicago_lcs_corrected_no_collocation,Chicago,20,period,max_ess,Max ESS,9.093075709218686,1.42905849206082,random_fixed_mc,7.664017217157866,0.9323576733394141,0.14652837976186195,0.7858292935775522,False
chicago_lcs_corrected_no_collocation,Chicago,20,period,min_pred_var,Min Pred. Var.,0.5750202197883261,1.42905849206082,random_fixed_mc,-0.854038272272494,0.05895964483188365,0.14652837976186195,-0.0875687349299783,True
